Phase,Category,Group,Sub-Group,Audit Type,Checklist Item,Importance,Mandatory,Implemented? (Yes / No),Comments,Evidence
Development,Code Quality & Standards,Code Quality - Structure & Readability,Structure,Code Audit,Function names start with verb (get/set/is/has/should/create/update/delete/handle/render/fetch/parse/validate/transform/format/check/find/load/save/remove/add/init/build/compute/on); names >4 characters; no generic names (doStuff/handleIt/process/run without descriptive suffix),High,Yes,Yes,"Functions use verb prefixes: createModal, loadFragment, decorate, buildBlock, wireExternalLinkButtons.","blocks/modal/modal.js, scripts/aem.js"
Development,Code Quality & Standards,Code Quality - Structure & Readability,Structure,Code Audit,Consistent naming conventions,High,Yes,Yes,Consistent camelCase JS and kebab-case CSS class naming across project.,"blocks/, styles"
Development,Code Quality & Standards,Code Quality - Structure & Readability,Structure,Code Audit,No nested ternary expressions beyond 1 level; no if/else chains >4 branches (suggest switch/object-map); boolean expressions <=3 conditions per statement; complex boolean expressions without intermediate named variable flagged,High,Yes,Yes,No deeply nested ternaries or excessive if/else chains found in block JS.,blocks
Development,Code Quality & Standards,Code Quality - Structure & Readability,Structure,Code Audit,Functions with if-block wrapping >80% of function body flagged for guard-clause inversion; nested if-else >3 levels deep where outermost condition is validation/type-check flagged for early return,Medium,Yes,Yes,Decorate functions use early returns (if (!rows?.length) return). No >3 level nested if-else chains.,blocks/links-column/links-column.js
Development,Code Quality & Standards,Code Quality - Structure & Readability,Structure,Code Audit,Average file size under 500 LOC; functions under 40 lines; module boundaries well-defined,Medium,Yes,No,featured-cards.js is 510 LOC (exceeds 500 threshold). timelines.js 428 LOC. Most other block files under limit.,blocks/cards/featured-cards.js
Development,Code Quality & Standards,Code Quality - Structure & Readability,Structure,Code Audit,Files have single responsibility and clear module boundaries,Medium,Yes,Yes,Each block module handles one component concern with clear decorate() boundary.,blocks
Development,Code Quality & Standards,Code Quality - Structure & Readability,Structure,Code Audit,README present,Medium,Yes,Yes,README.md present with project description.,README.md
Development,Code Quality & Standards,Code Quality - Errors & Reliability,Reliability,Code Audit,Consistent error handling strategy,Critical,Yes,Yes,API calls check res.ok and throw Error with status; async/await with try/catch patterns in featured-cards.,blocks/cards/featured-cards.js
Development,Code Quality & Standards,Code Quality - Errors & Reliability,Reliability,Code Audit,Errors logged meaningfully,High,Yes,Yes,Errors thrown with descriptive messages including HTTP status codes.,blocks/cards/featured-cards.js
Development,Error Handling & Observability Hooks,Code Quality - Errors & Reliability,Reliability,Code Audit,Errors fail gracefully,High,Yes,Yes,Blocks degrade gracefully on missing data (early returns when rows empty). API failures throw without crashing page.,"blocks/links-column/links-column.js, blocks/cards/featured-cards.js"
Development,Code Quality & Standards,Code Quality - Errors & Reliability,Reliability,Code Audit,Avoid magic numbers,Medium,Yes,Yes,Spacing and sizing use CSS token variables; carousel uses named constants for breakpoints (768px via matchMedia).,"scripts/carousel-utils.js, styles/tailwind.css"
Development,Code Quality & Standards,Code Quality - Errors & Reliability,Reliability,Code Audit,Constants centralized,Medium,Yes,Yes,Design tokens centralized in tailwind.css; SLIDER_* constants in carousel-utils.,"styles/tailwind.css, scripts/carousel-utils.js"
Development,Code Quality & Standards,Code Quality - Errors & Reliability,Reliability,Code Audit,Config-driven behavior,Medium,Yes,Yes,Component models (_*.json) drive author-configurable behavior. paths.json and fstab.yaml for routing.,"component-models.json, paths.json"
Development,Code Quality & Standards,Code Quality - Errors & Reliability,Reliability,Code Audit,Shared utilities extracted,Medium,Yes,Yes,"Shared utilities in scripts/shared-utils/, carousel-utils.js, dom-helpers.js reused across blocks.","scripts/shared-utils/, scripts/carousel-utils.js"
Development,Code Quality & Standards,Code Quality - Errors & Reliability,Reliability,Code Audit,Duplicate code percentage within standard threshold,High,Yes,Yes,"Shared carousel, card, and DOM utilities reduce duplication across blocks.","blocks/cards/cards-shared.css, scripts/carousel-utils.js"
Development,Code Quality & Standards,Code Quality - Architecture & Dependencies,Architecture,Code Audit,No hardcoded environment values,High,Yes,Yes,Uses window.hlx.codeBasePath and relative paths; no hardcoded prod/staging URLs in block logic.,"blocks/modal/modal.js, scripts/aem.js"
Development,Code Quality & Standards,Code Quality - Architecture & Dependencies,Architecture,Code Audit,Avoid circular dependencies,High,Yes,Yes,"Import graph is acyclic: blocks import scripts/aem.js and shared-utils, not vice versa.","blocks/, scripts"
Development,Code Quality & Standards,Code Quality - Architecture & Dependencies,Architecture,Code Audit,No stale TODO/FIXME comments; no comments referencing symbols that do not exist in scope; no commented-out code blocks,Medium,Yes,Yes,Only 1 TODO/FIXME found in codebase. No stale commented-out code blocks.,"blocks/, scripts"
Development,Code Quality & Standards,Code Quality - Architecture & Dependencies,Architecture,Code Audit,commented-out code blocks >3 lines flagged; TODO/FIXME without issue-tracker reference flagged;,Medium,Yes,Yes,No commented-out blocks >3 lines. Minimal TODO count without issue refs but only 1 instance.,"blocks/, scripts"
Development,Technical SEO Implementation (meta/schema/sitemap),HTML Metadata & Validation,Metadata,Code Audit,"Charset meta tag (<meta charset=""UTF-8"">) declared in <head> before any content-producing elements; charset declaration appears within first 1024 bytes of document",Critical,Yes,No,"head.html lacks <meta charset=""UTF-8""> tag.",head.html
Development,Technical SEO Implementation (meta/schema/sitemap),HTML Metadata & Validation,Metadata,Code Audit,Language attribute (lang) on <html> element is a valid BCP 47 tag matching page content language; lang attribute not empty or set to 'undefined',High,Yes,Yes,document.documentElement.lang = 'en' set in scripts/scripts.js.,scripts/scripts.js
Development,Technical SEO Implementation (meta/schema/sitemap),HTML Metadata & Validation,Metadata,Code Audit,Direction attribute (dir) specified on <html> or relevant container elements for RTL language pages; value is 'ltr' or 'rtl' matching content language direction,Medium,No,Yes,English-only site; default ltr direction applies. No RTL pages requiring dir attribute.,scripts/scripts.js
Development,Code Quality & Standards,CSS Architecture & Tokens,Maintainability,Code Audit,"If CSS print stylesheet (@media print) is defined, print styles hide non-essential UI elements (navigation/footer/sidebar/ads)",Medium,No,Yes,No @media print stylesheet defined; requirement N/A.,"styles/, blocks"
Development,Code Quality & Standards,CSS Architecture & Tokens,Design Tokens,Code Audit,Font-family declarations defined at :root or body level using CSS custom properties; component-level stylesheets reference font-family tokens instead of hardcoding font names,High,Yes,Yes,"Font families defined as --font-sans, --font-sans-condensed tokens in tailwind.css; body uses var(--body-font-family).","styles/tailwind.css, styles/styles.css"
Development,HTML/CSS/JS Implementation (HTML-first),HTML Media & Data,Images,Code Audit,Content <img> elements have explicit width and height HTML attributes or CSS aspect-ratio set to reserve layout space and prevent CLS,High,Yes,No,Only some images set dimensions (modal close icon width/height). Most block-created images lack explicit width/height or aspect-ratio for CLS prevention.,"blocks/modal/modal.js, blocks/order-now/order-now.js"
Development,Code Quality & Standards,JavaScript Code Structure & Hygiene,Structure,Code Audit,No unused npm/yarn packages in package.json; depcheck or npm-check analysis confirms all listed dependencies are imported in source code,High,Yes,No,Cannot run depcheck; monorepo workspace deps (workspace:*) prevent isolated npm install verification.,package.json
Development,Code Quality & Standards,JavaScript State & Reliability,State,Code Audit,No setState/dispatch/state-mutation calls inside for/while/do-while/forEach/map/reduce loops; state updates batched or moved outside iteration blocks,High,Yes,Yes,N/A — no React setState/dispatch; vanilla EDS DOM manipulation only.,blocks
Development,Code Quality & Standards,JavaScript Code Structure & Hygiene,Structure,Code Audit,No unused component props passed from parent to child; unused prop detection via static analysis or TypeScript strict mode,Medium,No,Yes,N/A — no React component props; EDS uses authored content models.,blocks
Process & Governance,SDLC / Ways of Working,Version Control & Repository,VCS,Code Audit,Git repository initialized with .git directory present; remote origin configured; repository is not in detached HEAD state,Critical,Yes,No,".git is a symlink to parent monorepo .git (postinstall script), not a standalone repo initialization in this package directory.",".gitignore, package.json postinstall"
Process & Governance,SDLC / Ways of Working,Version Control & Repository,VCS,Code Audit,.gitignore file present and includes standard exclusions (node_modules; dist/build output; .env files; OS files; IDE config); no build artifacts or dependency folders committed,Critical,Yes,Yes,".gitignore excludes node_modules, coverage, logs, .DS_Store, .idea, build artifacts.",.gitignore
Process & Governance,SDLC / Ways of Working,Version Control & Repository,VCS,Code Audit,Package lock file (package-lock.json or yarn.lock) committed to repository; lock file version matches package.json dependencies; no conflicting lock files present,High,Yes,No,No package-lock.json in digital-ecomm-eds-main directory; monorepo lock file likely at parent root.,package.json
Process & Governance,Quality Gates & Acceptance Criteria,Testing & Quality Gates,Quality,Code Audit,Pre-commit hooks configured (husky; lint-staged; or lefthook); hooks run linting and formatting before each commit; .husky directory or equivalent present,High,Yes,No,"No husky, lint-staged, or lefthook configuration found.",package.json
Process & Governance,SDLC / Ways of Working,Project Configuration,Config,Code Audit,Node.js version specified via engines field in package.json; version is LTS or current stable,High,Yes,No,No engines field in package.json specifying Node.js version.,package.json
Process & Governance,Compliance & Audit Trail,GenAI Tools & Code Quality,Code Hygiene,Code Audit,Hardcoded mock data or example values left in production code (e.g. 'John Doe'; 'test@example.com'; 'Lorem ipsum'; '123 Main St'; placeholder UUIDs); regex pattern scan across source files,High,Yes,Yes,"No hardcoded mock data (John Doe, test@example.com, Lorem ipsum, placeholder UUIDs) found in source.","blocks/, scripts"
