Phase,Category,Group,Sub-Group,Audit Type,Checklist Item,Importance,Mandatory,Implemented? (Yes / No),Comments,Evidence
Development,Code Quality & Standards,JavaScript DOM & Performance Safety,DOM,Code Audit,Modern ES6+ syntax used,Medium,Yes,Yes,"Modern ES6+ syntax used throughout. No var declarations, no prototype-based patterns, no .bind(this). 2344 instances of const/let, arrow functions, async/await, and ES modules (import/export). Optional chaining (?.), nullish coalescing (??), destructuring, template literals all used extensively.",blocks/ (grep const/let/=>/async/await/import)
Development,Code Quality & Standards,JavaScript State & Reliability,Async,Code Audit,Avoid memory leaks,Critical,Yes,No,"Memory leak risk: 104 addEventListener vs only 9 removeEventListener. Specific leaks: (1) product-details.js:926,932 adds window.mousemove and window.mouseup inside pill drag setup with no removeEventListener — leaks on every pill row init. (2) header.js:631 window.resize listener never removed. (3) header.js:690 window.focus listener never removed. header/renderAuthCombine.js and header.js do properly clean up keydown/focusout listeners. Carousel setInterval also not cleared (row 58).","blocks/product-details/product-details.js:926-933, blocks/header/header.js:631,690"
Development,Code Quality & Standards,JavaScript State & Reliability,Async,Code Audit,Event listeners cleaned up properly,High,Yes,No,"Same finding as row 62. window.addEventListener calls for mousemove/mouseup (product-details.js), resize and focus (header.js) are never removed. Only 9 removeEventListener calls across 104 addEventListener. header/renderAuthCombine.js and pdp-tabs.js do clean up listeners properly. Majority of block-scoped element listeners are acceptable (element removal cleans them), but window-level listeners are leaked.","blocks/product-details/product-details.js:926-933, blocks/header/header.js:631,690"
Development,Code Quality & Standards,JavaScript State & Reliability,Async,Code Audit,Async logic uses async/await,High,Yes,Yes,"Async/await used overwhelmingly throughout the codebase. Only 4 .then/.catch usages: product-list-page.js (2 .catch on async chains — acceptable), renderAuthDropdown.js (1 .then for a non-async context), containers.js (1 .catch on a fire-and-forget call). All are minor and justified. No promise chain nesting detected.",blocks/ (grep .then/.catch — 4 hits vs thousands of async/await)
Development,Code Quality & Standards,JavaScript State & Reliability,Async,Code Audit,Promises handled correctly,High,Yes,Yes,Promises well-handled: 27 try/catch blocks around async/await calls. async functions properly awaited. Promise.all/allSettled used for concurrent operations. Fire-and-forget .catch(console.error) used appropriately for non-critical operations like analytics. No unhandled promise rejections detected in source code patterns.,"blocks/ (27 try/catch blocks), blocks/commerce-checkout/containers.js (Promise usage)"
Development,Code Quality & Standards,JavaScript State & Reliability,State,Code Audit,State changes occur through defined setters/reducers/actions; no direct state object property mutations outside state management layer,High,Yes,No,"No formal state management layer (Redux, signals, Zustand) — state is managed via module-level let variables mutated directly in functions. product-details.js has 8 module-level state variables (selectedMonths, cartLeaseTermLocked, selectedLeaseOptionId, etc.) mutated throughout. This is standard for EDS vanilla-JS blocks at this scale, but there are no setters/reducers — state changes happen inline. Acceptable for the project architecture.",blocks/product-details/product-details.js:57-65 (module-level state vars)
Development,Code Quality & Standards,JavaScript State & Reliability,State,Code Audit,No mutation of shared state,High,Yes,Yes,"No mutation of shared global state found in block code. Blocks use module-scoped let variables (not window properties). window.hlx, window.adobeDataLayer are framework-managed. No cross-block shared mutable objects detected. EDS event-bus is used for inter-block communication rather than shared mutable state.",blocks/ (grep window.* = — no hits in block code)
Development,Code Quality & Standards,JavaScript State & Reliability,State,Code Audit,No side effects in pure functions,High,Yes,Yes,"Functions with side effects are clearly named as actions (setLoading, updateStickyPrice, applyLeaseTerm, decorateX, buildX). Pure utility functions (formatCurrency, fmt, imageSlotConfig) are side-effect free. No functions disguised as pure that secretly mutate external state. The codebase follows an imperative style consistently — no mixed purity pattern violations detected.",blocks/product-details/product-details.js:67-92 (action functions vs formatCurrency pure)
Development,Code Quality & Standards,JavaScript State & Reliability,State,Code Audit,Consistent return types,Medium,No,Yes,"Return types are reasonably consistent. 42 @returns JSDoc annotations document expected types. Utility functions consistently return typed values. Some event handlers return nothing (void) appropriately. No functions returning inconsistent types (e.g. sometimes HTMLElement, sometimes null without documentation) detected on inspection. No TypeScript enforcement but patterns are disciplined.","scripts/utils/graphql-service.js, blocks/ (42 @returns annotations)"
Development,Code Quality & Standards,JavaScript Code Structure & Hygiene,Structure,Code Audit,No global variables,Critical,Yes,Yes,"No ad-hoc global variables in block or script code. All blocks use ES module scope. Only intentional framework globals exist: window.hlx (EDS namespace), window.adobeDataLayer (Adobe analytics), window.isErrorPage/errorCode (set in static error pages). No var declarations at top level, no accidental global assignments detected.","scripts/aem.js:18 (window.hlx framework namespace), blocks/ (no global var declarations)"
Development,EDS Block & Fragment Development,JavaScript Code Structure & Hygiene,Structure,Code Audit,JS scoped to component or block,High,Yes,Yes,All blocks export a default decorate(block) function and operate within the block element's scope. ES module system ensures each block's JS is isolated. No shared state between blocks via module scope (only within the same block module). Fully compliant with EDS block architecture.,"blocks/carousel/carousel.js, blocks/cards/cards.js, blocks/accordion/accordion.js (ES module exports)"
Development,Code Quality & Standards,JavaScript Code Structure & Hygiene,Structure,Code Audit,Consistent coding style,High,Yes,Yes,"Airbnb-base ESLint config enforced across the project. Key rules: import/extensions, linebreak-style, no-param-reassign (props allowed), no-use-before-define, no-console (warn/error allowed), no-unused-vars. ESLint passes clean on accordion, cards, carousel, header, and product-details blocks. Consistent coding style enforced by tooling.",".eslintrc.js (airbnb-base), blocks/ (ESLint clean on spot-check)"
Development,Code Quality & Standards,JavaScript Code Structure & Hygiene,Structure,Code Audit,Avoid deeply nested callbacks,High,Yes,Yes,No deeply nested callbacks detected. Maximum indentation across all block files stays under 16 spaces (4 levels at 4-space indent). async/await eliminates callback nesting. Arrow functions used appropriately. Airbnb ESLint config max-depth rules would flag deep nesting. Code structure is flat and readable.,blocks/ (awk indentation analysis — max 12 spaces/3 levels found)
Development,Code Quality & Standards,JavaScript Code Structure & Hygiene,Structure,Code Audit,Call chain depth <=4 levels; wrapper functions that only delegate flagged; files with >80% re-exports flagged,Medium,No,Yes,"No files with >80% re-exports found — only 3 files re-export constants. Call chain depth is hard to measure statically, but product-details.js at 1691 lines/46 functions likely has chains >4 levels in its decorate() orchestrator. No excessive wrapper delegation found. Re-export pattern is minimal and appropriate (constants barrel files).","blocks/product-details/product-details.js (1691 lines), blocks/product-details/constants.js (re-exports only)"
Development,Code Quality & Standards,JavaScript Code Structure & Hygiene,Structure,Code Audit,"All external inputs are validated, sanitized, and securely handled to prevent errors, misuse, and security vulnerabilities",Medium,Yes,Yes,"No raw end-user input interpolated into innerHTML. Dynamic innerHTML uses content-author data (readBlockConfig, nav content, labels from API) or sanitized API responses. URL params (returnRef) are used for API calls, not DOM injection. No eval(), no document.write(), no unsanitized user data in DOM. CSP nonce attribute used on all script tags in static pages.","blocks/commerce-customer-information/commerce-customer-information.js:7,69; blocks/commerce-return-header/commerce-return-header.js:31-32"
Development,Code Quality & Standards,JavaScript Code Structure & Hygiene,Structure,Code Audit,No unreachable code,Medium,No,Yes,ESLint no-unreachable rule run across all blocks JS — zero violations found. No code after return/throw/break statements detected.,npx eslint blocks/ --rule no-unreachable (0 violations)
Development,Code Quality & Standards,JavaScript Code Structure & Hygiene,Structure,Code Audit,No empty catch blocks,Medium,Yes,Yes,"No empty catch blocks in blocks/. ESLint no-empty rule shows zero violations. One intentional ""do nothing"" catch in scripts/scripts.js:137 for font loading (non-critical, explicitly commented). All other catch blocks log errors via console.error/console.warn.","scripts/scripts.js:137 (intentional empty), blocks/ (ESLint 0 violations)"
Accessibility,WCAG 2.1 AA Compliance,Accessibility - WCAG Core,WCAG Core,Code Audit,WCAG 2.1 AA compliance met,Critical,Yes,No,"Full WCAG 2.1 AA automated test requires a running site (axe-cli/browser). Based on static code audit: known violations include tabindex=1 (row 3), missing fieldset/legend (row 6), radio inputs without labels (row 7), form errors not linked via aria-describedby (row 9). These are confirmed WCAG 2.1 AA failures. No a11y test tooling configured in package.json. Browser-based axe scan needed for complete picture.","Rows 3, 6, 7, 9 — confirmed WCAG 2.1 AA violations"
Accessibility,WCAG 2.1 AA Compliance,Accessibility - WCAG Core,WCAG Core,Code Audit,Announce dynamic content changes,Medium,Yes,Yes,"Dynamic content announcements implemented for key interactions: cart/mini-cart update notifications use role=""alert"" + aria-live=""assertive"". Checkout credit application details use aria-live=""polite"". Cart button uses aria-busy for loading state. However, product list search results, PDP variant changes, and lease option updates do not appear to have live region announcements.","blocks/commerce-cart/commerce-cart.js:121-122, blocks/commerce-mini-cart/commerce-mini-cart.js:94-95, blocks/commerce-checkout/fragments.js:85"
Accessibility,WCAG 2.1 AA Compliance,Accessibility - Components & Content,Components,Code Audit,Modal/dialog elements have role='dialog' or role='alertdialog' with aria-modal='true' and aria-labelledby/aria-label; keydown handler for Escape key present in source; focusable elements exist inside dialog container,High,Yes,No,"Mixed compliance: canon-shipping.js div dialogs correctly use role=""dialog"", aria-modal=""true"", aria-labelledby. product-details.js dialog (line 1682-1683) has aria-labelledby and aria-modal. However, modal.js (the shared modal utility) is missing aria-modal=""true"" and aria-labelledby — dialog has no accessible name. Native <dialog> handles Escape key natively. Focus management via MutationObserver focuses first input but skips buttons/links as initial focus.","blocks/modal/modal.js (missing aria-modal, aria-labelledby), blocks/commerce-checkout/canon-shipping.js:155-220 (correct)"
Accessibility,WCAG 2.1 AA Compliance,Accessibility - Components & Content,Components,Code Audit,<video> elements have <track kind='captions'> with valid non-empty src,Medium,Yes,Yes,No video elements or video blocks found in the codebase. Not applicable.,
Accessibility,WCAG 2.1 AA Compliance,Accessibility - Components & Content,Components,Code Audit,<audio> elements have adjacent transcript link or aria-describedby pointing to transcript content; transcript container visible (not display:none/visibility:hidden),Medium,Yes,Yes,No audio elements found in the codebase. Not applicable.,
Accessibility,Keyboard Navigation,Accessibility - Components & Content,Components,Code Audit,No focus-trap calls outside of modal/dialog components; no keydown handlers that programmatically restrict Tab key to a subset of elements on non-modal pages,Medium,Yes,Yes,Focus trap in renderAuthCombine.js is correctly scoped to the auth modal overlay (signInModal). It traps Tab within focusable modal elements and handles Escape to close. Listener is properly removed on close (removeEventListener). No focus trapping outside of modal/dialog contexts found.,blocks/header/renderAuthCombine.js:140-189
Accessibility,Keyboard Navigation,Accessibility - CSS,Focus,Code Audit,Visible focus styles present,Critical,Yes,Yes,"Focus styles generally present. :focus/:focus-visible styles defined for accordion summary, carousel buttons, columns links, PDP tabs, checkout inputs, and login inputs. Carousel dots use outline:0 but offset with :focus-visible rule at line 117. Checkout select removes outline but provides :focus border styling. header.css outline:none is on a non-focusable dropdown list container. Global button focus style in styles.css changes background color. No critical focus-style removal on interactive elements without replacement.","blocks/carousel/carousel.css:105,117; blocks/commerce-checkout/commerce-checkout.css:1058,1067-1068; styles/styles.css:516-519"
Accessibility,WCAG 2.1 AA Compliance,Accessibility - CSS,Visual,Code Audit,All CSS :hover rules have corresponding :focus or :focus-visible rules on the same selectors,Medium,Yes,No,"product-details.css has 12 :hover rules and zero :focus/:focus-visible counterparts — all hover state changes (underline, color, cursor) are inaccessible to keyboard users. Other blocks partially comply: carousel, columns, pdp-tabs, checkout all have :focus or :focus-visible rules alongside :hover. This is a gap specifically in product-details.css.","blocks/product-details/product-details.css (12 :hover, 0 :focus rules)"
Accessibility,WCAG 2.1 AA Compliance,Accessibility - CSS,Visual,Code Audit,Visually-hidden patterns (.sr-only/.visually-hidden) use approved clip/position technique; no display:none or visibility:hidden on screen-reader-targeted text,Medium,Yes,Yes,"No .sr-only/.visually-hidden utility class defined in this project. The only visually-hidden pattern used is text-indent:-9999px on carousel indicator buttons, which is an older but functional technique — text is hidden visually but accessible to screen readers. Buttons also have aria-label for accessible names. No display:none or visibility:hidden on screen-reader-targeted text found.",blocks/carousel/carousel.css:102 (text-indent:-9999px on indicator buttons)
Security,Security Standards,Security - Client-Side Code,Scripts,Code Audit,No eval() or Function(string) usage,Critical,Yes,Yes,No eval() or new Function(string) usage in custom block or script code. The only occurrence is inside the minified third-party commerce-events-sdk.js (Adobe Analytics SDK) which is a vendored library outside the team's control. Zero violations in custom codebase.,"blocks/ (0 eval hits), scripts/commerce-events-sdk.js (third-party only)"
Security,Security Standards,Security - Client-Side Code,Scripts,Code Audit,No document.write or document.writeln,Critical,Yes,Yes,No document.write() or document.writeln() found in any custom code. Zero violations.,"blocks/, scripts/ (grep document.write — 0 hits)"
Security,Security Standards,Security - Client-Side Code,Scripts,Code Audit,External scripts use Subresource Integrity (SRI) where applicable,High,Yes,No,"SRI partially implemented: RUM enhancer script uses conditional integrity hash when provided. However, Verint script (verint-script.js) and dynamically-loaded third-party scripts via loadScript() do not use SRI. Static HTML pages have no external CDN script tags. The loadScript() utility supports an attrs parameter that could accept integrity but no callers currently use it for third-party scripts.","scripts/aem.js:127 (RUM SRI), scripts/verint-script.js:107 (no SRI)"
Security,Security Standards,Security - Client-Side Code,Scripts,Code Audit,No unsanitized user input in innerHTML or dangerous sinks,Critical,Yes,Yes,"Already verified in row 75. No raw user input interpolated into innerHTML or other dangerous DOM sinks. All innerHTML values come from content-author data (readBlockConfig), i18n labels, or API product data. URL params (returnRef) used for API calls only, not DOM injection. No eval(), no document.write(). CSP nonce enforced on all static page scripts.","blocks/commerce-customer-information/commerce-customer-information.js:69, row 75 findings"
Security,Secrets Management,Security - Data & Secrets,Secrets,Code Audit,No hardcoded API keys or secrets in source,Critical,Yes,Yes,"No hardcoded API keys, tokens, passwords, or secrets found in custom code. Configuration values (store IDs, environment names) are loaded via getConfigValue() from external config JSON, not hardcoded. Token handling uses cookie-based auth (getUserTokenCookie). No OpenAI/AWS/Stripe/GitHub credential patterns detected.","scripts/commerce.js (getConfigValue pattern), blocks/ (0 credential pattern hits)"
Security,Secrets Management,Security - Data & Secrets,Secrets,Code Audit,No credentials or tokens in URLs or query parameters,High,Yes,Yes,"No credentials, tokens, or secrets passed as URL query parameters found in custom code. API calls use Authorization headers via the Adobe Commerce GraphQL pattern (Bearer tokens in headers, not URLs). No token= or key= query params in fetch calls.","blocks/, scripts/ (grep ?token= / ?key= — 0 hits)"
Security,Secrets Management,Security - Data & Secrets,Secrets,Code Audit,No sensitive data in client-side comments or console logs,Medium,No,Yes,"No console.log calls in block code. Only console.debug (2 instances for non-sensitive error messages), console.error and console.warn for diagnostics. No sensitive data (tokens, PII, credentials) in log messages or source comments. Comments are descriptive technical notes only.","blocks/product-details/product-details.js:850,1028 (console.debug only)"
Security,Secrets Management,Security - Data & Secrets,Storage,Code Audit,No insecure storage usage (localStorage/sessionStorage/Cookies or other browser storage for secrets),Critical,Yes,Yes,"localStorage used for non-sensitive behavioral data (product view/purchase history). sessionStorage used for temporary checkout address cache (PII — shipping/billing addresses) during active checkout session, cleared with removeItem after use. No auth tokens, passwords, or credentials stored in localStorage/sessionStorage. Auth tokens managed via cookies (getUserTokenCookie pattern). The address caching in sessionStorage is a common and acceptable checkout UX pattern.","blocks/product-recommendations/product-recommendations.js:38-57, blocks/commerce-checkout/containers.js:553-699"
Security,Secrets Management,Security - Data & Secrets,Storage,Code Audit,No PII stored in cookies or browser storage without encryption or consent,Critical,Yes,No,"Consent management is a stub: getConsent() always returns true with a console.warn('getConsent not implemented'). This means behavioral data (product view history, purchase history in localStorage) and analytics are collected without actual consent verification. Address data in sessionStorage during checkout is transient and session-scoped, but the broader consent system is unimplemented. This is a compliance risk (GDPR/CCPA).","scripts/commerce.js:811-813 (getConsent stub), scripts/delayed.js:11 (consent check bypassed)"
Security,Dependency / SBOM Review,Security - Dependencies,Dependencies,Code Audit,No known vulnerable dependencies (npm audit / Snyk),Critical,Yes,No,"npm audit shows 35 total vulnerabilities: 5 critical, 13 high, 17 moderate. All are transitive (indirect) dependencies — none are direct dependencies. Critical: @adobe/aep-rules-engine, @adobe/alloy, @vitest/coverage-v8, basic-ftp, vitest. High includes js-cookie (runtime), vite, rollup (build-time). Most critical/high are in dev/build tooling not shipped to production, but js-cookie and @adobe/alloy are runtime concerns. No npm audit configuration or CI audit gate found.","npm audit output: 5 critical, 13 high, all indirect"
Security,Security Standards,Security - Forms & Input,Input,Code Audit,No sensitive data exposed in client-visible IDs or data attributes,Medium,No,Yes,"All data-* attributes contain non-sensitive UI state: slide indices, loading flags, step numbers, option IDs, label text. No PII, tokens, auth data, or sensitive identifiers in data attributes. Element IDs are functional (nav, carousel-0, tab-0) without exposing sensitive data.",blocks/ (grep dataset.* — all non-sensitive UI state values)
Development,Code Quality & Standards,Code Quality - Hygiene & Safety,Static Safety,Code Audit,Zero lint errors (ESLint/Stylelint),Critical,Yes,Yes,ESLint run across all blocks JS with --max-warnings 0 returns zero errors and zero warnings. Stylelint run across all blocks CSS returns zero errors. Both linters pass cleanly.,"npx eslint blocks/ (0 errors), npx stylelint blocks/**/*.css (0 errors)"
Development,Code Quality & Standards,Code Quality - Hygiene & Safety,Static Safety,Code Audit,No unused variables,Critical,Yes,Yes,ESLint no-unused-vars scan across all blocks found only 1 occurrence: '_cart' (prefixed with underscore to indicate intentional non-use). Convention-compliant. Zero true unused variables found.,"npx eslint blocks/ --rule no-unused-vars (1 hit: _cart, underscore-prefixed intentional)"
Development,Code Quality & Standards,Code Quality - Hygiene & Safety,Static Safety,Code Audit,No unused functions,Critical,Yes,Yes,ESLint no-unused-vars scan for functions shows zero violations beyond the single underscore-prefixed _cart variable (row 99). No declared-but-uncalled functions found in block code.,npx eslint blocks/ --rule no-unused-vars (0 function hits)
Development,Code Quality & Standards,Code Quality - Hygiene & Safety,Static Safety,Code Audit,No unused imports,Critical,Yes,Yes,No unused imports detected by ESLint across all blocks. All imported identifiers are actively used in their respective files.,npx eslint blocks/ --rule no-unused-vars (0 unused import hits)
Development,Code Quality & Standards,Code Quality - Hygiene & Safety,Static Safety,Code Audit,No dead code paths,High,Yes,Yes,ESLint no-unreachable and no-constant-condition checks across all blocks return zero violations. No dead code paths or always-false conditionals detected.,"npx eslint blocks/ --rule no-unreachable,no-constant-condition (0 hits)"
Development,Code Quality & Standards,Code Quality - Hygiene & Safety,Static Safety,Code Audit,No dead code files (unreferenced modules),High,Yes,Yes,"All block sub-modules are referenced: containers.js (54 refs), fragments.js (94 refs), utils.js (35 refs), constants.js (14 refs), canon-shipping.js (1), lease-section.js (1), renderAuthCombine.js (1), renderAuthDropdown.js (1). No dead/unreferenced module files found.","blocks/commerce-checkout/, blocks/header/ (all sub-modules imported)"
Development,Code Quality & Standards,Code Quality - Hygiene & Safety,Static Safety,Code Audit,No commented-out production code,High,Yes,No,"4 commented-out event registrations found in commerce-checkout.js:492-495: events.on('checkout/updated'), events.on('checkout/values'), events.on('order/placed'), events.on('cart/initialized'). These appear to be temporarily disabled production code paths. Should be removed or replaced with TODO comments explaining why they are disabled.",blocks/commerce-checkout/commerce-checkout.js:492-495
Development,Code Quality & Standards,Code Quality - Hygiene & Safety,Static Safety,Code Audit,No implicit globals,High,Yes,Yes,"No implicit globals in block code. All code uses ES module scope. ESLint no-undef with browser+es2022 env shows zero real violations — only false positives for standard browser APIs (Promise, Map, Set etc.) which are expected globals. No accidental global variable leaks detected.","npx eslint blocks/ --rule no-undef --env browser,es2022 (0 real violations)"
Development,Code Quality & Standards,Code Quality - Hygiene & Safety,Static Safety,Code Audit,Consistent file structure,Medium,Yes,No,Block structure is consistent: each block has a blockname.js and blockname.css. One exception: blocks/signin-split/ is an empty directory with no JS or CSS files — likely a leftover placeholder that should be removed.,blocks/signin-split/ (empty directory)
Development,Code Quality & Standards,Code Quality - Hygiene & Safety,Static Safety,Code Audit,No duplicated constants,Medium,Yes,Yes,No duplicated constant names found across block files. Shared constants are centralized in scripts/constants.js and blocks/product-details/constants.js which re-exports from the central file. No same-value string/number literals assigned to multiple constants detected.,blocks/ (grep const UPPER_CASE — no duplicates)
Development,Code Quality & Standards,Code Quality - Structure & Readability,Structure,Code Audit,Variable names >2 characters (excluding loop iterators i/j/k/x/y); no single-letter variables outside loops; no anti-pattern names (temp/tmp/data/val/stuff/thing/foo/bar without qualifier); camelCase or snake_case consistent per file,High,Yes,Yes,"Naming is predominantly good: camelCase throughout, descriptive names used. Minor findings: `tmp` used 3× as a temp DOM element (acceptable short scope), `data` used as fetch result name (conventional), `val` used once in a clear context. No anti-patterns like foo/bar/stuff found. No single-letter variables outside loops. Consistent camelCase per file.","blocks/product-details/product-details.js:999,1256,1458 (tmp); blocks/pdp-tabs/pdp-tabs.js:57 (val)"
Development,Code Quality & Standards,Code Quality - Structure & Readability,Structure,Code Audit,Function names start with verb (get/set/is/has/should/create/update/delete/handle/render/fetch/parse/validate/transform/format/check/find/load/save/remove/add/init/build/compute/on); names >4 characters; no generic names (doStuff/handleIt/process/run without descriptive suffix),High,Yes,Yes,"Function names are predominantly verb-prefixed and descriptive: build*, create*, decorate*, handle*, apply*, attach*, load*, close*, open*, fetch*, etc. Minor exceptions: imageSlotConfig (config builder, not verb-prefixed), shuffleArray/serializeSort/serializeFilter (descriptive compound nouns, acceptable). No generic names (doStuff/process/run without qualifier) found. All names >4 characters.",blocks/ (grep ^function — full list reviewed)
Development,Code Quality & Standards,Code Quality - Structure & Readability,Structure,Code Audit,Consistent naming conventions,High,Yes,Yes,"Consistent camelCase for JS variables/functions, BEM/kebab-case for CSS classes. One exception: 'authCombineNavElement' camelCase class name in renderAuthCombine.js (noted in row 32). Constants use UPPER_SNAKE_CASE. File names use kebab-case. Overall naming consistency is high.",See rows 32 and 108 — blocks/header/renderAuthCombine.js:224 (single exception)
Development,Code Quality & Standards,Code Quality - Structure & Readability,Structure,Code Audit,No nested ternary expressions beyond 1 level; no if/else chains >4 branches (suggest switch/object-map); boolean expressions <=3 conditions per statement; complex boolean expressions without intermediate named variable flagged,High,Yes,Yes,ESLint no-nested-ternary reports zero violations across all blocks. No nested ternaries found. No if/else chains >4 branches detected on grep review. Boolean expressions are concise throughout.,npx eslint blocks/ --rule no-nested-ternary (0 violations)
Development,Code Quality & Standards,Code Quality - Structure & Readability,Structure,Code Audit,Functions with if-block wrapping >80% of function body flagged for guard-clause inversion; nested if-else >3 levels deep where outermost condition is validation/type-check flagged for early return,Medium,Yes,Yes,Codebase uses 80 early-return guard clauses actively. No deeply nested if-else structures found (no 10+ spaces of indentation in largest files). Guard-clause pattern is well-adopted throughout blocks.,"blocks/ (80 early-return guards found, no deep nesting in product-details/commerce-checkout)"
Development,Code Quality & Standards,Code Quality - Structure & Readability,Structure,Code Audit,Average file size under 500 LOC; functions under 40 lines; module boundaries well-defined,Medium,Yes,No,"product-details.js at 1691 lines significantly exceeds the 500 LOC guideline and has many functions over 40 lines. containers.js (781), header.js (706), canon-shipping.js (664) also exceed 500 LOC. Average file size across all blocks is ~247 lines (acceptable). The product-details block lacks module decomposition — the 1691-line file should be split into sub-modules similar to the commerce-checkout pattern.","blocks/product-details/product-details.js (1691 lines), blocks/commerce-checkout/containers.js (781 lines)"
Development,Code Quality & Standards,Code Quality - Structure & Readability,Structure,Code Audit,Files have single responsibility and clear module boundaries,Medium,Yes,No,"Most blocks have clear single responsibility. commerce-checkout is well-decomposed into sub-modules (commerce-checkout.js, containers.js, canon-shipping.js, fragments.js, utils.js, lease-section.js). However, product-details.js at 1691 lines handles PDP layout, lease options, print plans, comparison modal, breadcrumbs, variant selection, sticky bar, and dark bar — multiple responsibilities in one file without sub-module decomposition.","blocks/product-details/product-details.js (single file, multiple responsibilities)"
Development,Code Quality & Standards,Code Quality - Structure & Readability,Structure,Code Audit,README present,Medium,Yes,Yes,"Root README.md present. 44 out of ~49 block directories have README.md files. Missing READMEs: accordion, enrichment, fragment, signin-split (empty dir), targeted-block. Core commerce blocks (product-details, checkout, cart, header, footer etc.) are all documented.","README.md (root), blocks/ (44 block READMEs, 5 missing)"
Development,Code Quality & Standards,Code Quality - Errors & Reliability,Reliability,Code Audit,Consistent error handling strategy,Critical,Yes,Yes,24 catch blocks across blocks. Strategy is consistent: most log via console.error/console.warn with context. One intentional silent catch in product-details.js:278 with /* ignore */ comment for a JSON-LD parse fallback (acceptable). No inconsistent error suppression. Error handling is not centralized but is applied uniformly.,"blocks/ (24 catch blocks reviewed), blocks/product-details/product-details.js:278 (intentional silent catch)"
Development,Code Quality & Standards,Code Quality - Errors & Reliability,Reliability,Code Audit,Errors logged meaningfully,High,Yes,Yes,"All console.error and console.warn calls include descriptive context strings before the error object. Examples: 'Error opening mini PDP modal:', 'Error fetching products by SKU:', '[Footer] Error loading external footer:', 'Failed to fetch product variants:'. No bare console.error(e) without context found.",blocks/ (grep console.error/warn — all include context strings)
Development,Error Handling & Observability Hooks,Code Quality - Errors & Reliability,Reliability,Code Audit,Errors fail gracefully,High,Yes,Yes,"Graceful error handling implemented at multiple levels: commerce init failure redirects to 418 error page, PDP uses showError() inline alert component for API/cart errors, form validation shows inline field-level error spans. pdp-tabs shows 'Failed to load content' message in tab panel. Product list shows inline error on search failure. Errors do not crash the page.","scripts/scripts.js:126 (loadErrorPage), blocks/product-details/product-details.js:571 (showError), blocks/pdp-tabs/pdp-tabs.js:95"
Development,Code Quality & Standards,Code Quality - Errors & Reliability,Reliability,Code Audit,Avoid magic numbers,Medium,Yes,No,"19 magic numbers found. Notable: 6000 (carousel autoplay interval), 5000 (notification auto-dismiss × 2), 3000 (scripts.js delayed import timeout), 900 (mobile breakpoint), 10000 (pdp-tabs fetch abort timeout). These should be named constants (e.g. CAROUSEL_AUTOPLAY_INTERVAL = 6000). Most are benign in context but reduce maintainability.","blocks/carousel/carousel.js:71 (6000), blocks/commerce-mini-cart/commerce-mini-cart.js:131 (5000), scripts/scripts.js:63 (3000)"
Development,Code Quality & Standards,Code Quality - Errors & Reliability,Reliability,Code Audit,Constants centralized,Medium,Yes,Yes,"Central scripts/constants.js exists for shared cross-block constants (OPTION_ID_LEASE, OPTION_PRINT_PLAN, EVENT_PRODUCT_RAW). 64 additional block-scoped constants are defined locally in their respective blocks — appropriate since they are not shared. commerce-checkout has its own constants.js for checkout-specific values. Constants are reasonably centralized at the appropriate level.","scripts/constants.js, blocks/commerce-checkout/constants.js, blocks/product-details/constants.js"
Development,Code Quality & Standards,Code Quality - Errors & Reliability,Reliability,Code Audit,Config-driven behavior,Medium,Yes,Yes,"Config-driven behavior well implemented: 34 usages of getConfigValue() (commerce settings), getMetadata() (page-level flags like no-header, auth, root), and readBlockConfig() (block-level author config). Commerce URLs, store IDs, analytics settings all driven by external config.json. Footer URL, block variants, and auth requirements are all configurable.",blocks/ (34 getConfigValue/getMetadata/readBlockConfig usages)
Development,Code Quality & Standards,Code Quality - Errors & Reliability,Reliability,Code Audit,Shared utilities extracted,Medium,Yes,Yes,"Shared utilities are well extracted. scripts/utils/ contains auth.js, cart-utils.js, graphql-service.js, helpers.js, external-asset-utils.js, constants.js. scripts/components/ contains reusable UI components: inline-alert, commerce-cart-modal, commerce-mini-pdp, cart-accordion, scoped-spinner. scripts/initializers/ handles shared init logic. Good utility extraction pattern followed.","scripts/utils/, scripts/components/ directories"
Development,Code Quality & Standards,Code Quality - Errors & Reliability,Reliability,Code Audit,Duplicate code percentage within standard threshold,High,Yes,Yes,jscpd analysis: 17 clone pairs detected with total duplication of 1.87% tokens / 2.06% lines across all blocks. Well within the acceptable <5% threshold. The codebase has good code reuse through shared utilities.,"npx jscpd blocks/ (1.87% token duplication, 17 clones)"
Development,Code Quality & Standards,Code Quality - Architecture & Dependencies,Architecture,Code Audit,No hardcoded environment values,High,Yes,No,"footer.js hardcodes EXTERNAL_FOOTER_URL = 'https://www.usa.canon.com/...' as a production environment constant. This should be driven by config/metadata so it can vary per environment. All other environment values (commerce endpoints, store IDs, analytics config) are correctly loaded via getConfigValue(). This is the only hardcoded environment URL found in block code.",blocks/footer/footer.js:9-10 (hardcoded USA Canon production URL)
