Phase,Category,Group,Sub-Group,Audit Type,Checklist Item,Importance,Mandatory,Implemented? (Yes / No),Comments,Evidence
Development,Code Quality & Standards,JavaScript State & Reliability,Async,Code Audit,Event listeners cleaned up properly,High,Yes,No,"Static count over first-party JS (excluding common-libs): ~287 addEventListener vs ~44 removeEventListener. While some patterns legitimately use long-lived listeners or framework teardown, the imbalance indicates many registrations without obvious symmetric cleanup in the same modules—cleanup is not consistently verifiable from code inspection.",ui.frontend/src/main/patternlab-aem/src/js/utils/event-dispatcher.js
Development,Code Quality & Standards,JavaScript State & Reliability,Async,Code Audit,Async logic uses async/await,High,Yes,No,First-party JS still contains substantial Promise chain usage (.then/.catch) alongside async/await (roughly more .then occurrences than async declarations in a line count). Async logic is mixed rather than standardized on async/await.,ui.frontend/src/main/patternlab-aem/src/js/auth/identity-service.js
Development,Code Quality & Standards,JavaScript State & Reliability,Async,Code Audit,Promises handled correctly,High,Yes,No,Spot checks and a coarse scan show promise chains without obvious rejection handling in several modules (e.g. search-controller.js chains ContextHubWrapperInitialize().then(...) without a .catch in-file). Not all async paths appear guarded; cannot assert all promises are handled correctly.,ui.frontend/src/main/patternlab-aem/src/js/search/search-controller.js
Development,Code Quality & Standards,JavaScript State & Reliability,State,Code Audit,State changes occur through defined setters/reducers/actions; no direct state object property mutations outside state management layer,High,Yes,No,"Vuex is used for accommodation flows, but there is direct mutation of store state outside reducers/mutations (e.g. `vuexStore.state.isFilterChipEvent = true` in activity-search-results/index.js and activity-filter/index.js). Much state also lives in component locals. This does not meet the checklist’s “no direct state object property mutations outside state management layer.”",ui.frontend/src/main/patternlab-aem/src/js/activity-search-results/index.js
Development,Code Quality & Standards,JavaScript State & Reliability,State,Code Audit,No mutation of shared state,High,Yes,No,"Same finding as state-management review: components mutate shared Vuex state fields directly (e.g. isFilterChipEvent on vuexStore.state) instead of isolated mutations/actions, which risks unintended shared coupling and violates immutability expectations for shared state.",ui.frontend/src/main/patternlab-aem/src/js/activity-filter/index.js
Development,Code Quality & Standards,JavaScript State & Reliability,State,Code Audit,No side effects in pure functions,High,Yes,No,"Codebase is largely imperative Vue/jQuery-style modules. Utility modules perform I/O and DOM side effects (e.g. accessibility, EventBus, analytics). There is no systematic discipline separating pure helpers from effectful ones; side effects routinely appear in nominally reusable functions.",ui.frontend/src/main/patternlab-aem/src/js/utils/accessibility.js
Development,Code Quality & Standards,JavaScript State & Reliability,State,Code Audit,Consistent return types,Medium,No,No,"JavaScript modules lack enforced return typing; functions often return booleans, void, or mixed shapes depending on branches (typical for this stack). No project-wide contract (e.g. TypeScript signatures on all exports) ensuring consistent return types.",ui.frontend/src/main/patternlab-aem/src/js/utils/truncateAddTitle.js
Development,Code Quality & Standards,JavaScript Code Structure & Hygiene,Structure,Code Audit,No global variables,Critical,Yes,No,"Explicit global namespace usage exists (e.g. newsletter-popup.js initializes `window.centerparcs`). Many modules read browser globals (`window.location`, `window.jQuery`) as expected. The checklist’s “no global variables” is not met if interpreted to forbid attaching app state to `window`.",ui.frontend/src/main/patternlab-aem/src/js/newsletter-popup/newsletter-popup.js
Development,EDS Block & Fragment Development,JavaScript Code Structure & Hygiene,Structure,Code Audit,JS scoped to component or block,High,Yes,No,"While most features live in ES modules per feature folder, site entry bundles (e.g. events-site/centerparcs.js) import and initialize many unrelated components on one page scope. Runtime registration is global to the document rather than strictly isolated per AEM block/EDS fragment boundary.",ui.frontend/src/main/patternlab-aem/src/events-site/centerparcs.js
Development,Code Quality & Standards,JavaScript Code Structure & Hygiene,Structure,Code Audit,Consistent coding style,High,Yes,Yes,"ESLint is configured for the Pattern Lab bundle (`.eslintrc`, `.eslintignore`), and Storybook has `eslint.config.js`. Some legacy files and vendor chunks vary, but first-party code follows a documented linted style path—not perfect uniformity, but a consistent baseline exists.",ui.frontend/src/main/patternlab-aem/.eslintrc
Development,Code Quality & Standards,JavaScript Code Structure & Hygiene,Structure,Code Audit,Avoid deeply nested callbacks,High,Yes,No,"Promise chains are not heavily nested in a single expression (no chained .then(.then matches), but procedural code reaches very high brace nesting (heuristic depth 12 in basket-controller.js), indicating deeply nested callbacks/control-flow typical of legacy JS modules.",ui.frontend/src/main/patternlab-aem/src/js/activities/basket-controller.js
Development,Code Quality & Standards,JavaScript Code Structure & Hygiene,Structure,Code Audit,Call chain depth <=4 levels; wrapper functions that only delegate flagged; files with >80% re-exports flagged,Medium,No,No,"No automated call-graph analysis was run, but modules already show very deep control-flow nesting (see basket-controller heuristic). Large orchestration files and framework-agnostic utilities make a shallow call-chain guarantee unlikely; wrapper-only files and re-export ratios were not catalogued.",ui.frontend/src/main/patternlab-aem/src/js/activities/basket-controller.js
Development,Code Quality & Standards,JavaScript Code Structure & Hygiene,Structure,Code Audit,"All external inputs are validated, sanitized, and securely handled to prevent errors, misuse, and security vulnerabilities",Medium,Yes,No,Multiple innerHTML assignments inject server/user-derived strings (e.g. ajax-enhancement.js assigns `data` directly; contextHubWrapper sets body/button copy from objects; payment overview builds notification HTML from text). No single validation/sanitization layer was evident in these spots—risk of XSS/misuse cannot be ruled out.,ui.frontend/src/main/patternlab-aem/src/js/enhancement/ajax-enhancement.js
Development,Code Quality & Standards,JavaScript Code Structure & Hygiene,Structure,Code Audit,No unreachable code,Medium,No,Yes,ESLint unreachable-code rules were not executed (no local node_modules). Spot-check of representative modules shows no obvious statements after unconditional return in the same block. Full-repo dead-code analysis not performed.,ui.frontend/src/main/patternlab-aem/src/js/cost-overview/common-overview-functions.js
Development,Code Quality & Standards,JavaScript Code Structure & Hygiene,Structure,Code Audit,No empty catch blocks,Medium,Yes,Yes,Searched first-party JS for empty single-line `catch (...) { }` patterns and a small parser for immediate empty bodies; no obvious empty catch blocks surfaced. Nested/multi-statement catches are harder to prove exhaustively.,ui.frontend/src/main/patternlab-aem/src/js/bookingconfirmation-v2/index.js
Accessibility,WCAG 2.1 AA Compliance,Accessibility - WCAG Core,WCAG Core,Code Audit,WCAG 2.1 AA compliance met,Critical,Yes,No,WCAG 2.1 AA cannot be certified from a static code-only spot check. Prior items already note DOM coupling and innerHTML injection patterns that often correlate with accessibility and robustness gaps. Full compliance requires page testing (not performed here per browserless scope).,ui.frontend/src/main/patternlab-aem/src/js/utils/accessibility.js
Accessibility,WCAG 2.1 AA Compliance,Accessibility - WCAG Core,WCAG Core,Code Audit,Announce dynamic content changes,Medium,Yes,No,"Only a handful of `aria-live` usages appear under patternlab-aem compared to the volume of dynamic UI (AJAX enhancements, Vue results, notifications). No evidence that all dynamic content updates are announced to assistive tech.",ui.frontend/src/main/patternlab-aem/src/js/utils/accessibility.js
Accessibility,WCAG 2.1 AA Compliance,Accessibility - Components & Content,Components,Code Audit,Modal/dialog elements have role='dialog' or role='alertdialog' with aria-modal='true' and aria-labelledby/aria-label; keydown handler for Escape key present in source; focusable elements exist inside dialog container,High,Yes,No,"The Vue `cp-modal` implementation includes `role=""dialog""`, `aria-modal=""true""`, `aria-labelledby` pointing at a labelled header, focusable controls, and an Escape `keyup` handler. Other overlay experiences (e.g. PhotoSwipe-based lightbox) are not verified in the thin wrapper to expose the same guarantees in project source.",ui.frontend/src/main/patternlab-aem/src/js/common-ui/cp-modal.js
Accessibility,WCAG 2.1 AA Compliance,Accessibility - Components & Content,Components,Code Audit,<video> elements have <track kind='captions'> with valid non-empty src,Medium,Yes,Yes,"Searched Pattern Lab sources and `ui.apps` HTML for `<video>` tags; none found in sampled paths, so no captions tracks are missing in source. If videos are added elsewhere (CMS-authored only), this wouldn’t appear in repo HTML.",ui.apps
Accessibility,WCAG 2.1 AA Compliance,Accessibility - Components & Content,Components,Code Audit,<audio> elements have adjacent transcript link or aria-describedby pointing to transcript content; transcript container visible (not display:none/visibility:hidden),Medium,Yes,Yes,No `<audio>` elements found in searched `ui.apps` and Pattern Lab source trees; transcript requirement therefore not violated in repository markup. CMS-only audio would not show up here.,ui.apps
Accessibility,Keyboard Navigation,Accessibility - Components & Content,Components,Code Audit,No focus-trap calls outside of modal/dialog components; no keydown handlers that programmatically restrict Tab key to a subset of elements on non-modal pages,Medium,Yes,No,"`focusTrap` from `utils/accessibility.js` is used outside obvious modal components—for example accommodation filter results and site switcher flows import it, while fullscreen carousel code implements its own Tab-cycling. These may not always be paired with `role=""dialog""`/`aria-modal` in the same module (e.g. filter results script has no dialog role markers in-source).",ui.frontend/src/main/patternlab-aem/src/js/accommodation-search/accommodation-filter-results/index.js
Accessibility,Keyboard Navigation,Accessibility - CSS,Focus,Code Audit,Visible focus styles present,Critical,Yes,No,"SCSS includes many explicit `:focus` rules (47 matches), but multiple components set `outline: none` (carousel, chat widget, enhancement, your-details, search-bar disabled states, booking confirmation, global sign-in, cross-sell). Several are paired with custom outlines; others risk hiding visible focus depending on state/selector—not proven globally compliant.",ui.frontend/src/main/patternlab-aem/src/scss/modules/global-sign-in/global-sign-in.scss
Accessibility,WCAG 2.1 AA Compliance,Accessibility - CSS,Visual,Code Audit,All CSS :hover rules have corresponding :focus or :focus-visible rules on the same selectors,Medium,Yes,No,"Coarse scan: 21 SCSS files contain `:hover` but no `:focus`/`focus-visible` strings anywhere in the file (per-file heuristic). Styling often relies on mixins in other partials, but parity between hover and focus is not demonstrated file-by-file.",ui.frontend/src/main/patternlab-aem/src/scss/modules/footer/footer.scss
Accessibility,WCAG 2.1 AA Compliance,Accessibility - CSS,Visual,Code Audit,Visually-hidden patterns (.sr-only/.visually-hidden) use approved clip/position technique; no display:none or visibility:hidden on screen-reader-targeted text,Medium,Yes,Yes,"Global `.visually-hidden` uses off-screen/1×1 absolute positioning with `overflow: hidden` (not `display:none`/`visibility:hidden`). It is not the full modern `clip`/`clip-path` recipe, but matches common accessible visually-hidden approaches.",ui.frontend/src/main/patternlab-aem/src/scss/base/04_global.scss
Security,Security Standards,Security - Client-Side Code,Scripts,Code Audit,No eval() or Function(string) usage,Critical,Yes,Yes,Searched Pattern Lab JS trees (including `common-libs` and `library`) for `eval(` and `new Function(`; no matches in tracked sources. Bundler configs under the same tree also showed none in the grep scope.,ui.frontend/src/main/patternlab-aem/webpack.prod.js
Security,Security Standards,Security - Client-Side Code,Scripts,Code Audit,No document.write or document.writeln,Critical,Yes,Yes,"Searched Pattern Lab source/config JS (excluding built `dist/` clientlibs) for `document.write`/`document.writeln`; no matches. Committed `dist/` artifacts may still contain third-party patterns, but authored code avoids direct `document.write`.",ui.frontend/src/main/patternlab-aem/src/js
Security,Security Standards,Security - Client-Side Code,Scripts,Code Audit,External scripts use Subresource Integrity (SRI) where applicable,High,Yes,No,HTL includes third-party `<script>` tags (e.g. Google reCAPTCHA `api.js`) without `integrity`/`crossorigin` SRI attributes. YouTube embeds and placeholder images also reference external HTTPS URLs. SRI is therefore not consistently applied where external scripts are included.,ui.apps/src/main/content/jcr_root/apps/uxp-commons/components/content/form/captcha/v1/captcha/templates.html
Security,Security Standards,Security - Client-Side Code,Scripts,Code Audit,No unsanitized user input in innerHTML or dangerous sinks,Critical,Yes,No,"Confirmed dangerous sinks: `ajax-enhancement.js` assigns AJAX response HTML directly to `innerHTML`; other modules interpolate user/content strings into `innerHTML` (e.g. context hub copy, notifications). These patterns are not systematically sanitized in code.",ui.frontend/src/main/patternlab-aem/src/js/enhancement/ajax-enhancement.js
Security,Secrets Management,Security - Data & Secrets,Secrets,Code Audit,No hardcoded API keys or secrets in source,Critical,Yes,Yes,"Keyword scan of frontend/AEM app code did not reveal embedded live API tokens or AWS-style access keys in authored sources. Workflow dialogs reference `apiKey` metadata field names (configuration), not literal secret values in repo text.",ui.apps/src/main/content/jcr_root/apps/uxp-commons/components/workflow/content-migration/_cq_dialog/.content.xml
Security,Secrets Management,Security - Data & Secrets,Secrets,Code Audit,No credentials or tokens in URLs or query parameters,High,Yes,Yes,"Searched frontend JS for common URL credential leaks (`password=`, `access_token` in query strings, etc.)—no obvious matches. Access tokens are sent via `Authorization: Bearer …` headers (`http.js`, `GraphQL.js`), which avoids query-string exposure in those paths.",ui.frontend/src/main/patternlab-aem/src/js/utils/http.js
Security,Secrets Management,Security - Data & Secrets,Secrets,Code Audit,No sensitive data in client-side comments or console logs,Medium,No,No,Web worker debugging logs include the resolved access token value in a template string (`tokenWorker.js` logs `data.accessToken`). Token sync also uses console logging. These leak sensitive data to the browser console in dev-oriented code paths.,ui.frontend/src/main/patternlab-aem/src/js/web-workers/tokenWorker.js
Security,Secrets Management,Security - Data & Secrets,Storage,Code Audit,No insecure storage usage (localStorage/sessionStorage/Cookies or other browser storage for secrets),Critical,Yes,No,"Payment-related values (`bookingsdata/activityCardToken`, transaction numbers) and other booking identifiers are read/written via `sessionStorage`; `localStorage` is used for cart/booking reference signals and ContextHub persistence mocks. Storing payment tokens (even transiently) in web storage violates the “no secrets in storage” bar for this checklist.",ui.frontend/src/main/patternlab-aem/src/js/bookingconfirmation-v2/services/confirm-activity.js
Security,Secrets Management,Security - Data & Secrets,Storage,Code Audit,No PII stored in cookies or browser storage without encryption or consent,Critical,Yes,No,"Browser storage persists booking references, cart change markers, multi-buy payloads, and (in mocks) full ContextHub store snapshots. These structures can embed identifiers or transactional data; code does not implement encryption or an explicit consent gate in these modules—storage is driven by feature needs alone.",ui.frontend/src/main/patternlab-aem/src/js/contextHub/ContextHubMock.js
Security,Dependency / SBOM Review,Security - Dependencies,Dependencies,Code Audit,No known vulnerable dependencies (npm audit / Snyk),Critical,Yes,No,"`npm audit` in `ui.frontend/src/main/patternlab-aem` reports multiple vulnerabilities (e.g. high severity in `@babel/plugin-transform-modules-systemjs`, `@isaacs/brace-expansion`, and dependency chains around `critical-css-webpack-plugin`/`jsdom`; private packages flagged via `axios`). Fixes not fully available without breaking upgrades.",ui.frontend/src/main/patternlab-aem/package.json
Security,Security Standards,Security - Forms & Input,Input,Code Audit,No sensitive data exposed in client-visible IDs or data attributes,Medium,No,No,"Authoring markup includes a disabled password input prefilled with `value=""Password1""` in `login-details.html`, exposing a sample credential-like string in HTML source. Other `data-*` attributes carry field semantics/error messages rather than live secrets, but the placeholder password value is a notable client-visible exposure.",ui.apps/src/main/content/jcr_root/apps/centerparcs/components/content/forms/personaldetails/partials/login-details.html
Development,Code Quality & Standards,Code Quality - Hygiene & Safety,Static Safety,Code Audit,Zero lint errors (ESLint/Stylelint),Critical,Yes,No,"ESLint is configured, but a representative file (`search-controller.js`) already reports multiple rule violations when `--max-warnings 0` is used. Repository-wide “zero lint errors/warnings” was not achieved in the sampled run; Stylelint not executed.",ui.frontend/src/main/patternlab-aem/src/js/search/search-controller.js
Development,Code Quality & Standards,Code Quality - Hygiene & Safety,Static Safety,Code Audit,No unused variables,Critical,Yes,No,"ESLint is not enforced clean across the tree in this audit. Targeted runs show stylistic issues; a full `no-unused-vars` sweep was not completed, but large legacy bundles make “zero unused variables” implausible without evidence.",ui.frontend/src/main/patternlab-aem/.eslintrc
Development,Code Quality & Standards,Code Quality - Hygiene & Safety,Static Safety,Code Audit,No unused functions,Critical,Yes,No,No automated dead-code elimination report was generated. The repository’s size/legacy nature and commented/disabled features (e.g. commented `focusTrap` calls) indicate unused/exported helpers likely exist without proof of removal.,ui.frontend/src/main/patternlab-aem/src/js/common-ui/cp-modal.js
Development,Code Quality & Standards,Code Quality - Hygiene & Safety,Static Safety,Code Audit,No unused imports,Critical,Yes,No,"Unused imports are not globally eliminated (ESLint not run clean across all entrypoints; many modules accumulate historical imports). Without a tree-wide unused-import report, the checklist requirement is not demonstrated.",ui.frontend/src/main/patternlab-aem/.eslintrc
Development,Code Quality & Standards,Code Quality - Hygiene & Safety,Static Safety,Code Audit,No dead code paths,High,Yes,No,"Large modules contain feature flags, commented alternatives, and historical branches—no evidence of systematic dead-code removal (TS `--noUnusedLocals` unavailable for most JS). Static unreachable analysis not performed.",ui.frontend/src/main/patternlab-aem/src/js/v-modal/VModal.vue
Development,Code Quality & Standards,Code Quality - Hygiene & Safety,Static Safety,Code Audit,No dead code files (unreferenced modules),High,Yes,No,"No webpack/ts-prune/unimported report was generated to prove every file is reachable from an entrypoint. Given multiple legacy folders and Storybook-only artifacts, unreferenced modules may exist.",ui.frontend/src/main/patternlab-aem/webpack.prod.js
Development,Code Quality & Standards,Code Quality - Hygiene & Safety,Static Safety,Code Audit,No commented-out production code,High,Yes,No,"Commented-out production logic appears in maintained modules (e.g. `focusTrap` calls commented in `cp-modal.js`/`VModal.vue`). Thousands of `//` lines exist in `src/js`—many are annotations, but disabled production snippets violate the strict checklist wording.",ui.frontend/src/main/patternlab-aem/src/js/common-ui/cp-modal.js
Development,Code Quality & Standards,Code Quality - Hygiene & Safety,Static Safety,Code Audit,No implicit globals,High,Yes,No,"Modules rely on bundler scope, but numerous files reference globals like `window.jQuery`, `window.centerparcs`, and browser APIs without imports. Legacy patterns and HTL-injected globals mean implicit global dependence remains.",ui.frontend/src/main/patternlab-aem/src/js/common-ui/cp-list-slider.js
Development,Code Quality & Standards,Code Quality - Hygiene & Safety,Static Safety,Code Audit,Consistent file structure,Medium,Yes,Yes,"Pattern Lab code is largely organized per feature under `src/js/<feature>/` with shared `utils`, `common-ui`, and `contextHub` folders. Some naming inconsistencies exist (e.g. typo’d folder names), but the overall layout is coherent.",ui.frontend/src/main/patternlab-aem/src/js
Development,Code Quality & Standards,Code Quality - Hygiene & Safety,Static Safety,Code Audit,No duplicated constants,Medium,Yes,No,Class selectors and string literals (e.g. BEM class names) are repeated across many modules rather than centralized constants files. No evidence of a single source of truth for all DOM selectors—duplication is common.,ui.frontend/src/main/patternlab-aem/src/js/accommodation-search/accommodation-results/accommodation-list.vue
Development,Code Quality & Standards,Code Quality - Structure & Readability,Structure,Code Audit,Variable names >2 characters (excluding loop iterators i/j/k/x/y); no single-letter variables outside loops; no anti-pattern names (temp/tmp/data/val/stuff/thing/foo/bar without qualifier); camelCase or snake_case consistent per file,High,Yes,No,"Widespread use of single-letter event parameters (`function(e)`) appears throughout vendor and first-party handlers. Naming is generally camelCase, but the checklist’s prohibition on single-letter variables outside tiny loops is not met literally.",ui.frontend/src/main/patternlab-aem/src/js/common-libs/pikaday.js
Development,Code Quality & Standards,Code Quality - Structure & Readability,Structure,Code Audit,Function names start with verb (get/set/is/has/should/create/update/delete/handle/render/fetch/parse/validate/transform/format/check/find/load/save/remove/add/init/build/compute/on); names >4 characters; no generic names (doStuff/handleIt/process/run without descriptive suffix),High,Yes,No,"Many exported helpers use ultra-short names (`init`, `log`, `run`) that do not meet the stated >4 character minimum; mixed verb prefixes are common but not universal. Some handlers remain anonymous lambdas tied to DOM events.",ui.frontend/src/main/patternlab-aem/src/js/common-ui/cp-modal-controller.js
Development,Code Quality & Standards,Code Quality - Structure & Readability,Structure,Code Audit,Consistent naming conventions,High,Yes,Yes,"Dominant convention is camelCase for functions/vars and SCREAMING_SNAKE_CASE for many constants/selectors. Occasional kebab-case filenames and AEM naming aside, the codebase reads consistent for a large JS project.",ui.frontend/src/main/patternlab-aem/src/js/utils/constants.js
Development,Code Quality & Standards,Code Quality - Structure & Readability,Structure,Code Audit,No nested ternary expressions beyond 1 level; no if/else chains >4 branches (suggest switch/object-map); boolean expressions <=3 conditions per statement; complex boolean expressions without intermediate named variable flagged,High,Yes,No,`accommodation-store.js` contains multi-level conditional expressions combining logical AND with nested ternary index math—beyond the checklist’s “no nested ternary beyond 1 level / keep boolean expressions simple” guidance.,ui.frontend/src/main/patternlab-aem/src/js/accommodation-store/accommodation-store.js
Development,Code Quality & Standards,Code Quality - Structure & Readability,Structure,Code Audit,Functions with if-block wrapping >80% of function body flagged for guard-clause inversion; nested if-else >3 levels deep where outermost condition is validation/type-check flagged for early return,Medium,Yes,No,Several modules exhibit deep nesting and large guarded regions rather than uniform guard-clause early returns (e.g. `basket-controller.js` reached high brace depth earlier). Automated flagging/restructuring was not evidenced.,ui.frontend/src/main/patternlab-aem/src/js/activities/basket-controller.js
Development,Code Quality & Standards,Code Quality - Structure & Readability,Structure,Code Audit,Average file size under 500 LOC; functions under 40 lines; module boundaries well-defined,Medium,Yes,No,"Multiple first-party modules exceed 500 LOC (e.g. `activity-search-results/index.js` ~1.1k lines, `contextHubBookings.js` ~1.2k, `utils/utils.js` ~1.8k). This fails the average/limits guidance without needing per-function line counts.",ui.frontend/src/main/patternlab-aem/src/js/utils/utils.js
Development,Code Quality & Standards,Code Quality - Structure & Readability,Structure,Code Audit,Files have single responsibility and clear module boundaries,Medium,Yes,No,"Several modules aggregate many unrelated concerns (e.g. `utils/utils.js` with ~1.8k lines; large ContextHub/booking orchestration files). Boundaries exist at folder level, but individual files are not consistently single-responsibility.",ui.frontend/src/main/patternlab-aem/src/js/utils/utils.js
Development,Code Quality & Standards,Code Quality - Structure & Readability,Structure,Code Audit,README present,Medium,Yes,Yes,README files exist at `ui.frontend/README.md` plus module-specific docs under `patternlab-aem/README.md` and Storybook.,ui.frontend/README.md
Development,Code Quality & Standards,Code Quality - Errors & Reliability,Reliability,Code Audit,Consistent error handling strategy,Critical,Yes,No,"Error handling is inconsistent: some GraphQL/http layers centralize headers/tokens, while many legacy modules rely on ad-hoc try/catch or unhandled promise chains. No single application-wide error boundary or strategy is evident from static review.",ui.frontend/src/main/patternlab-aem/src/js/search/search-controller.js
Development,Code Quality & Standards,Code Quality - Errors & Reliability,Reliability,Code Audit,Errors logged meaningfully,High,Yes,No,Logging mixes `console.log`/`console.error` (including token worker) with a `Logger` helper and silent catches in places. Not all error paths funnel through structured logging.,ui.frontend/src/main/patternlab-aem/src/js/common-ui/cp-modal.js
Development,Error Handling & Observability Hooks,Code Quality - Errors & Reliability,Reliability,Code Audit,Errors fail gracefully,High,Yes,No,"Without uniform error handling, some async paths can leave the UI partially updated or rely on browser default failures. Prior findings (unhandled promise chains, innerHTML from network) indicate graceful degradation is not guaranteed.",ui.frontend/src/main/patternlab-aem/src/js/enhancement/ajax-enhancement.js
Development,Code Quality & Standards,Code Quality - Errors & Reliability,Reliability,Code Audit,Avoid magic numbers,Medium,Yes,No,"Numeric literals appear inline for UX thresholds, timers, and layout magic (e.g. `setTimeout(..., 10)`, carousel thresholds, pixel sizes scattered in JS/SCSS). Named constants are used in places but not systematically.",ui.frontend/src/main/patternlab-aem/src/js/centerparcs.js
Development,Code Quality & Standards,Code Quality - Errors & Reliability,Reliability,Code Audit,Constants centralized,Medium,Yes,No,"Some constants live in `utils/constants.js` and ContextHub helpers, but many BEM selector strings and magic strings remain duplicated per-module instead of being centralized.",ui.frontend/src/main/patternlab-aem/src/js/utils/constants.js
Development,Code Quality & Standards,Code Quality - Errors & Reliability,Reliability,Code Audit,Config-driven behavior,Medium,Yes,No,"AEM-driven configuration exists for components, but substantial behavior is hardcoded in JS (timeouts, URLs constructed in code, feature thresholds). Not a fully config-driven front end.",ui.frontend/src/main/patternlab-aem/webpack.prod.js
Development,Code Quality & Standards,Code Quality - Errors & Reliability,Reliability,Code Audit,Shared utilities extracted,Medium,Yes,Yes,"The codebase contains substantial `utils/`, `common-ui/`, and ContextHub helper layers reused across features. Extraction is imperfect (duplication remains), but shared utilities clearly exist and are imported widely.",ui.frontend/src/main/patternlab-aem/src/js/utils
Development,Code Quality & Standards,Code Quality - Errors & Reliability,Reliability,Code Audit,Duplicate code percentage within standard threshold,High,Yes,No,"No duplicate-code analysis tool was run to quantify percentage. Qualitatively, repeated DOM selector strings, copy-pasted booking URL parsing, and parallel ContextHub patterns indicate duplication likely exceeds a strict enterprise threshold.",ui.frontend/src/main/patternlab-aem/src/js/cost-overview/paymentoverview.js
Development,Code Quality & Standards,Code Quality - Architecture & Dependencies,Architecture,Code Audit,No hardcoded environment values,High,Yes,No,"Development tooling hardcodes environment endpoints (e.g. `webpack.dev.js` targets `http://localhost:4502`). Runtime code may externalize more via AEM, but authored build config still embeds environment-specific hosts.",ui.frontend/src/main/patternlab-aem/webpack.dev.js
Development,Code Quality & Standards,Code Quality - Architecture & Dependencies,Architecture,Code Audit,Avoid circular dependencies,High,Yes,No,"No dependency graph tool (e.g. madge) was executed to prove acyclic imports. Given tight coupling between ContextHub, booking, and search modules, cycles cannot be ruled out.",ui.frontend/src/main/patternlab-aem/src/js/contextHub
Development,Code Quality & Standards,Code Quality - Architecture & Dependencies,Architecture,Code Audit,No stale TODO/FIXME comments; no comments referencing symbols that do not exist in scope; no commented-out code blocks,Medium,Yes,No,"Dozens of `TODO`/`FIXME` markers remain in first-party JS/Vue (54 matches). Combined with commented-out production snippets (see earlier `focusTrap` comments), the checklist is not satisfied.",ui.frontend/src/main/patternlab-aem/src/js/common-ui/sticky-element.js
Development,Code Quality & Standards,Code Quality - Architecture & Dependencies,Architecture,Code Audit,commented-out code blocks >3 lines flagged; TODO/FIXME without issue-tracker reference flagged;,Medium,Yes,No,"Large commented regions and TODOs without ticket references appear across modules (e.g. TODO in `sticky-element.js`, extensive `//` blocks). No evidence of issue-tracker IDs accompanying these notes in the scanned files.",ui.frontend/src/main/patternlab-aem/src/js/common-ui/sticky-element.js
Development,Technical SEO Implementation (meta/schema/sitemap),HTML Metadata & Validation,Metadata,Code Audit,"Charset meta tag (<meta charset=""UTF-8"">) declared in <head> before any content-producing elements; charset declaration appears within first 1024 bytes of document",Critical,Yes,Yes,"Structure `head.html` partial declares `<meta charset=""utf-8""/>` near the top of the head resources. Final rendered byte offset depends on dispatcher output, but source templates place charset meta in the head include as expected.",ui.apps/src/main/content/jcr_root/apps/centerparcs/components/structure/page/v1/page/partials/head.html
Development,Technical SEO Implementation (meta/schema/sitemap),HTML Metadata & Validation,Metadata,Code Audit,Language attribute (lang) on <html> element is a valid BCP 47 tag matching page content language; lang attribute not empty or set to 'undefined',High,Yes,Yes,"Page shell sets `<html lang=""${pageHelper.getLang}"">` via `page.html`, with hreflang link tags managed from metadata. Assuming `pageHelper` supplies valid BCP-47 tags in production, the template pattern matches the requirement; runtime validation not performed.",ui.apps/src/main/content/jcr_root/apps/centerparcs/components/structure/page/v1/page/page.html
Development,Technical SEO Implementation (meta/schema/sitemap),HTML Metadata & Validation,Metadata,Code Audit,Direction attribute (dir) specified on <html> or relevant container elements for RTL language pages; value is 'ltr' or 'rtl' matching content language direction,Medium,No,No,"`page.html` hardcodes `dir=""ltr""` on `<html>`. For locales needing RTL, direction should be derived from language like `lang`. As authored, RTL correctness is not handled.",ui.apps/src/main/content/jcr_root/apps/centerparcs/components/structure/page/v1/page/page.html
Development,Code Quality & Standards,CSS Architecture & Tokens,Maintainability,Code Audit,"If CSS print stylesheet (@media print) is defined, print styles hide non-essential UI elements (navigation/footer/sidebar/ads)",Medium,No,Yes,"No `@media print` blocks were found under Pattern Lab SCSS sources, so the conditional requirement about hiding chrome in print CSS does not apply; nothing contradicts the guidance.",ui.frontend/src/main/patternlab-aem/src/scss
Development,Code Quality & Standards,CSS Architecture & Tokens,Design Tokens,Code Audit,Font-family declarations defined at :root or body level using CSS custom properties; component-level stylesheets reference font-family tokens instead of hardcoding font names,High,Yes,No,"Some modules still hardcode font stacks (`open-sans`, `ff-tisa-sans-web-pro`, `centerparcs-icon-font`) instead of exclusively using shared tokens/custom properties. Many files do use `$f-family-*` variables, but uniformity is missing.",ui.frontend/src/main/patternlab-aem/src/scss/modules/payment/payment.scss
Development,HTML/CSS/JS Implementation (HTML-first),HTML Media & Data,Images,Code Audit,Content <img> elements have explicit width and height HTML attributes or CSS aspect-ratio set to reserve layout space and prevent CLS,High,Yes,No,Multiple HTL templates render `<img>` with only `src`/`alt` (e.g. `page-cta.html`; author preview thumbnails in `searchresults/author-view.html`) without `width`/`height` attributes or evident CSS `aspect-ratio` pairing in the same snippet.,ui.apps/src/main/content/jcr_root/apps/centerparcs/components/content/page-cta/page-cta.html
